Wall time,Step,Value
1586650303.7603395,0,1.1071617603302002
1586655287.1217232,1,0.887184739112854
1586660402.001827,2,0.8320595622062683
1586665335.6896882,3,0.8017682433128357
1586670265.095615,4,0.7780265212059021
