Wall time,Step,Value
1586650303.7604566,0,0.14623555541038513
1586655287.121845,1,0.07241672277450562
1586660402.0018911,2,0.05348171666264534
1586665335.6897528,3,0.04562054201960564
1586670265.095678,4,0.039465244859457016
