Wall time,Step,Value
1586650303.760496,0,0.27724745869636536
1586655287.1218877,1,0.22199775278568268
1586660402.0019104,2,0.20889544486999512
1586665335.6897721,3,0.2009446620941162
1586670265.095698,4,0.19464446604251862
