Wall time,Step,Value
1586697622.0480034,0,0.06697804480791092
1586697931.7974007,1,0.06184682995080948
1586698184.9975128,2,0.05797942727804184
1586698438.4081354,3,0.05210402235388756
1586698691.365015,4,0.04950927570462227
