Wall time,Step,Value
1586697622.0479648,0,0.02146490477025509
1586697931.7973616,1,0.019300417974591255
1586698184.997474,2,0.017783764749765396
1586698438.4080956,3,0.016556236892938614
1586698691.3649762,4,0.01606866344809532
