Wall time,Step,Value
1586697622.0478468,0,0.39878061413764954
1586697931.7972286,1,0.38207513093948364
1586698184.9973433,2,0.3656166195869446
1586698438.4079573,3,0.35032662749290466
1586698691.3648436,4,0.3377929627895355
