Wall time,Step,Value
1586692714.6515238,0,0.21762892603874207
1586693037.8016136,1,0.1685245931148529
1586693306.7336383,2,0.14685457944869995
1586693573.9328141,3,0.131215900182724
1586693841.7388756,4,0.11712060868740082
