Wall time,Step,Value
1586692714.6514843,0,0.1244749128818512
1586693037.8015769,1,0.07721063494682312
1586693306.7335975,2,0.06224215030670166
1586693573.9327738,3,0.050120703876018524
1586693841.738843,4,0.04410061240196228
