Wall time,Step,Value
1586694609.5916946,0,0.03880847245454788
1586694924.0549693,1,0.03321399539709091
1586695175.8246598,2,0.03047940321266651
1586695428.0140555,3,0.026767944917082787
1586695679.7696674,4,0.02481226623058319
