Wall time,Step,Value
1586694609.591637,0,0.5173240303993225
1586694924.0548553,1,0.4874068796634674
1586695175.8245952,2,0.4629412591457367
1586695428.0139031,3,0.4432671070098877
1586695679.769547,4,0.42262303829193115
