Wall time,Step,Value
1586694609.5917122,0,0.10551591962575912
1586694924.0550091,1,0.0958772748708725
1586695175.8246796,2,0.08720066398382187
1586695428.0140977,3,0.08059575408697128
1586695679.7697039,4,0.0734253004193306
